customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,Contract Type,Phone Service,Internet Service,service_type
4342-HFXWS,Female,0,Yes,Yes,3,1,1,TRUE,1,Bank transfer (automatic),69.70,"3,023.65",No,43,70.32,FALSE,20171227,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
4343-EJVQB,Male,0,No,No,0,1,2,TRUE,0,Mailed check,74.35,533.60,No,7,76.23,FALSE,20201227,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4349-GFQHK,Male,0,No,No,0,2,1,TRUE,0,Electronic check,54.35,54.35,Yes,1,54.35,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4350-ZTLPI,Female,0,Yes,No,1,2,2,TRUE,1,Bank transfer (automatic),108.95,"5,718.20",No,52,109.97,FALSE,20170327,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4351-QLCSU,Female,0,No,No,0,1,1,TRUE,0,Credit card (automatic),55.00,55.00,Yes,1,55.00,TRUE,20210627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4353-HYOJD,Female,0,Yes,Yes,3,1,1,TRUE,0,Mailed check,49.85,"1,336.15",No,26,51.39,FALSE,20190527,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4355-CVPVS,Female,0,Yes,Yes,3,1,2,TRUE,1,Bank transfer (automatic),88.90,"4,968.00",No,55,90.33,FALSE,20161227,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
4355-HBJHH,Male,0,Yes,Yes,3,2,1,TRUE,2,Electronic check,79.70,"5,293.40",Yes,66,80.20,FALSE,20160127,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
4359-INNWN,Female,0,No,No,0,1,0,FALSE,1,Credit card (automatic),20.05,337.90,No,16,21.12,FALSE,20200327,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4360-PNRQB,Male,0,No,No,0,2,2,TRUE,0,Bank transfer (automatic),75.60,"1,395.05",No,18,77.50,FALSE,20200127,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4360-QRAVE,Male,1,No,No,0,0,1,FALSE,0,Electronic check,36.65,"1,315.00",No,35,37.57,FALSE,20180827,FALSE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4361-BKAXE,Female,0,No,No,0,2,2,TRUE,0,Bank transfer (automatic),114.50,"4,527.45",Yes,39,116.09,FALSE,20180427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4361-FEBGN,Male,0,No,No,0,1,0,FALSE,2,Credit card (automatic),20.15,982.95,No,48,20.48,FALSE,20170727,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
4361-JEIVL,Male,0,No,Yes,2,1,1,TRUE,0,Electronic check,44.40,44.40,Yes,1,44.40,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4365-MSDYN,Male,0,Yes,No,1,1,0,FALSE,0,Bank transfer (automatic),19.55,161.15,No,8,20.14,FALSE,20201127,FALSE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4366-CTOUZ,Female,0,No,No,0,1,2,TRUE,2,Mailed check,100.20,"5,038.45",No,50,100.77,FALSE,20170527,TRUE,FALSE,TRUE,TRUE,2 Year,One Line,Fiber Optic,Phone & Internet
4367-NHWMM,Female,0,No,No,0,0,1,FALSE,0,Mailed check,24.90,24.90,No,1,24.90,TRUE,20210627,TRUE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4367-NUYAO,Male,0,Yes,Yes,3,2,0,FALSE,2,Mailed check,25.75,,No,0,#DIV/0!,#DIV/0!,20210727,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
4369-HTUIF,Male,1,No,No,0,1,2,TRUE,0,Bank transfer (automatic),85.15,503.60,Yes,5,100.72,FALSE,20210227,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4369-NYSCF,Male,0,No,No,0,1,1,TRUE,1,Bank transfer (automatic),75.75,"4,284.65",No,56,76.51,FALSE,20161127,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
4373-MAVJG,Female,0,Yes,Yes,3,2,2,TRUE,0,Bank transfer (automatic),90.90,"1,259.00",Yes,13,96.85,FALSE,20200627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4373-VVHQL,Male,0,No,No,0,1,1,TRUE,0,Electronic check,44.75,44.75,No,1,44.75,TRUE,20210627,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4374-YMUSQ,Male,0,No,No,0,2,2,TRUE,1,Credit card (automatic),116.25,"3,899.05",No,33,118.15,FALSE,20181027,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4376-KFVRS,Male,0,Yes,Yes,3,2,2,TRUE,2,Credit card (automatic),114.05,"8,468.20",No,74,114.44,FALSE,20150527,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
4377-VDHYI,Male,0,Yes,Yes,3,1,2,TRUE,1,Electronic check,90.80,"3,023.85",No,33,91.63,FALSE,20181027,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
4378-BZYFP,Male,0,No,No,0,1,0,FALSE,1,Mailed check,20.50,365.80,No,17,21.52,FALSE,20200227,FALSE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4378-MYPGO,Male,0,Yes,Yes,3,1,2,TRUE,2,Bank transfer (automatic),105.25,"7,173.15",No,68,105.49,FALSE,20151127,FALSE,FALSE,TRUE,TRUE,2 Year,One Line,Fiber Optic,Phone & Internet
4381-MHQDC,Female,0,No,No,0,2,1,TRUE,2,Mailed check,65.00,"2,879.90",No,44,65.45,FALSE,20171127,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
4385-GZQXV,Female,1,No,No,0,1,2,TRUE,0,Electronic check,94.45,"1,511.20",Yes,16,94.45,TRUE,20200327,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4385-ZKVNW,Male,0,Yes,Yes,3,1,1,TRUE,0,Bank transfer (automatic),54.90,"2,549.10",No,46,55.42,FALSE,20170927,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4389-UEFCZ,Female,0,Yes,No,1,2,2,TRUE,2,Electronic check,105.50,"7,544.00",No,71,106.25,FALSE,20150827,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
4390-KYULV,Male,0,Yes,No,1,1,0,FALSE,0,Credit card (automatic),20.55,51.15,Yes,2,25.58,FALSE,20210527,FALSE,TRUE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4391-LNRXK,Male,0,No,No,0,1,2,TRUE,0,Bank transfer (automatic),94.95,"2,142.80",No,22,97.40,FALSE,20190927,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4391-RESHN,Male,0,No,No,0,2,2,TRUE,0,Mailed check,104.05,"2,470.10",Yes,23,107.40,FALSE,20190827,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4393-GEADV,Male,0,Yes,Yes,3,2,2,TRUE,2,Credit card (automatic),114.75,"7,842.30",No,68,115.33,FALSE,20151127,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
4393-OBCRR,Female,0,No,No,0,1,0,FALSE,1,Mailed check,20.25,71.20,No,3,23.73,FALSE,20210427,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4393-RYCRE,Male,0,No,No,0,1,2,TRUE,1,Electronic check,106.05,"4,510.80",No,42,107.40,FALSE,20180127,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
4395-PZMSN,Male,1,No,No,0,1,2,TRUE,0,Electronic check,85.55,408.50,No,4,102.13,FALSE,20210327,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4396-KLSEH,Male,0,No,No,0,1,0,FALSE,0,Electronic check,19.85,63.00,No,3,21.00,FALSE,20210427,FALSE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4397-FRLTA,Female,0,No,No,0,1,0,FALSE,0,Mailed check,20.15,84.50,No,4,21.13,FALSE,20210327,TRUE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4398-HSCJH,Female,0,No,No,0,2,1,TRUE,0,Electronic check,63.60,155.65,Yes,2,77.83,FALSE,20210527,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4402-FTBXC,Male,0,No,No,0,1,2,TRUE,0,Mailed check,89.80,"4,667.00",No,51,91.51,FALSE,20170427,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4403-BWPAY,Male,0,No,No,0,2,0,FALSE,1,Credit card (automatic),24.80,321.70,No,12,26.81,FALSE,20200727,FALSE,FALSE,TRUE,FALSE,1 Year,Two or More Lines,No Internet Service,Phone Only
4404-HIBDJ,Female,0,No,No,0,1,1,TRUE,1,Mailed check,74.30,"1,863.80",Yes,25,74.55,FALSE,20190627,TRUE,TRUE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
4412-YLTKF,Female,1,No,No,0,2,2,TRUE,0,Electronic check,78.05,"2,135.50",Yes,27,79.09,FALSE,20190427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4415-IJZTP,Female,0,No,No,0,2,2,TRUE,0,Electronic check,74.50,74.50,Yes,1,74.50,TRUE,20210627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4415-WNGVR,Female,1,Yes,No,1,1,1,TRUE,1,Electronic check,79.20,943.85,No,11,85.80,FALSE,20200827,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
4418-LZMSV,Male,0,Yes,Yes,3,1,1,TRUE,0,Bank transfer (automatic),61.80,750.10,No,12,62.51,FALSE,20200727,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4419-UJMUS,Male,0,Yes,Yes,3,2,2,TRUE,2,Electronic check,99.35,"6,856.45",No,69,99.37,FALSE,20151027,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
4422-QVIJA,Female,0,No,Yes,2,2,1,TRUE,0,Mailed check,50.15,"1,655.35",No,33,50.16,FALSE,20181027,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4423-JWZJN,Male,0,Yes,Yes,3,2,2,TRUE,1,Credit card (automatic),90.25,"5,629.15",No,62,90.79,FALSE,20160527,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4423-YLHDV,Female,0,Yes,No,1,2,2,TRUE,0,Bank transfer (automatic),104.40,"2,200.25",Yes,21,104.77,FALSE,20191027,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4424-TKOPW,Male,1,No,No,0,2,2,TRUE,0,Electronic check,93.85,196.75,Yes,2,98.38,FALSE,20210527,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4425-OWHWB,Female,0,No,No,0,1,0,FALSE,1,Credit card (automatic),19.35,433.75,No,22,19.72,FALSE,20190927,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4429-WYGFR,Male,0,No,No,0,1,1,TRUE,0,Bank transfer (automatic),49.15,"1,237.30",No,25,49.49,FALSE,20190627,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4430-UZIPO,Male,0,No,No,0,0,1,FALSE,0,Mailed check,36.85,108.70,Yes,2,54.35,FALSE,20210527,FALSE,TRUE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4430-YHXGG,Female,0,No,Yes,2,2,0,FALSE,0,Mailed check,25.45,84.20,No,3,28.07,FALSE,20210427,TRUE,FALSE,TRUE,FALSE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
4431-EDMIQ,Female,0,Yes,Yes,3,1,1,TRUE,0,Electronic check,75.70,554.05,No,7,79.15,FALSE,20201227,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4432-ADRLB,Male,0,No,No,0,1,1,TRUE,0,Mailed check,44.65,74.90,Yes,1,74.90,FALSE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4433-JCGCG,Male,1,Yes,No,1,2,2,TRUE,0,Electronic check,101.00,"4,680.05",Yes,46,101.74,FALSE,20170927,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4439-JMPMT,Female,0,Yes,Yes,3,1,2,TRUE,0,Electronic check,85.75,470.95,Yes,5,94.19,FALSE,20210227,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4439-YRNVD,Female,0,No,No,0,0,1,FALSE,0,Electronic check,36.25,374.00,No,10,37.40,FALSE,20200927,TRUE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4441-NIHPT,Female,1,No,No,0,1,2,TRUE,0,Electronic check,74.30,940.35,Yes,12,78.36,FALSE,20200727,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4443-EMBNA,Female,0,Yes,No,1,2,0,FALSE,2,Bank transfer (automatic),24.75,"1,836.90",No,74,24.82,FALSE,20150527,TRUE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
4445-KWOKW,Female,0,No,No,0,2,1,TRUE,1,Bank transfer (automatic),60.15,"2,421.60",No,40,60.54,FALSE,20180327,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
4445-ZJNMU,Male,0,No,No,0,2,2,TRUE,0,Credit card (automatic),99.30,918.75,No,9,102.08,FALSE,20201027,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4446-BZKHU,Male,0,Yes,No,1,2,2,TRUE,0,Electronic check,105.55,"6,281.45",Yes,59,106.47,FALSE,20160827,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4450-DLLMH,Male,0,No,No,0,1,2,TRUE,0,Credit card (automatic),71.30,157.75,No,2,78.88,FALSE,20210527,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4450-MDZFX,Male,0,Yes,Yes,3,2,2,TRUE,0,Bank transfer (automatic),74.35,"4,453.30",No,59,75.48,FALSE,20160827,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4450-YOOHP,Female,0,No,No,0,0,1,FALSE,0,Credit card (automatic),50.65,"1,905.40",No,37,51.50,FALSE,20180627,TRUE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4451-RWASJ,Male,0,Yes,Yes,3,1,0,FALSE,1,Mailed check,19.50,239.75,No,12,19.98,FALSE,20200727,FALSE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4452-QIIEB,Male,0,No,No,0,1,1,TRUE,0,Mailed check,43.90,278.40,No,6,46.40,FALSE,20210127,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4452-ROHMO,Female,0,No,No,0,1,0,FALSE,2,Mailed check,19.60,331.60,No,16,20.73,FALSE,20200327,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
4455-BFSPD,Female,0,Yes,No,1,2,2,TRUE,1,Bank transfer (automatic),101.15,"6,383.90",No,63,101.33,FALSE,20160427,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4456-RHSNB,Female,0,Yes,Yes,3,1,1,TRUE,0,Bank transfer (automatic),49.60,962.90,No,19,50.68,FALSE,20191227,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4458-KVRBJ,Male,0,No,No,0,2,0,FALSE,2,Mailed check,25.00,"1,510.50",No,60,25.18,FALSE,20160727,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
4459-BBGHE,Male,0,No,Yes,2,0,1,FALSE,0,Electronic check,44.50,"1,307.80",No,29,45.10,FALSE,20190227,FALSE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4462-CYWMH,Male,1,Yes,No,1,2,2,TRUE,0,Bank transfer (automatic),89.80,"5,629.55",No,62,90.80,FALSE,20160527,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4464-JCOLN,Male,0,Yes,Yes,3,1,0,FALSE,1,Mailed check,19.85,35.90,Yes,1,35.90,FALSE,20210627,FALSE,TRUE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4465-VDKIQ,Female,0,No,No,0,1,2,TRUE,0,Electronic check,77.80,"1,358.60",No,17,79.92,FALSE,20200227,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4468-KAZHE,Female,1,Yes,No,1,1,1,TRUE,0,Electronic check,60.00,"1,259.35",No,20,62.97,FALSE,20191127,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4468-YDOVK,Male,0,No,Yes,2,1,1,TRUE,0,Bank transfer (automatic),48.65,235.20,No,4,58.80,FALSE,20210327,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4471-KXAUH,Female,0,Yes,No,1,2,2,TRUE,0,Electronic check,84.30,"3,588.40",Yes,42,85.44,FALSE,20180127,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4472-LVYGI,Female,0,Yes,Yes,3,0,1,FALSE,2,Bank transfer (automatic),52.55,,No,0,#DIV/0!,#DIV/0!,20210727,TRUE,FALSE,FALSE,TRUE,2 Year,No Phone Service,DSL,Internet Only
4472-VESGY,Female,0,Yes,Yes,3,2,2,TRUE,0,Bank transfer (automatic),98.15,"4,993.40",No,50,99.87,FALSE,20170527,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4475-NVTLU,Male,0,Yes,Yes,3,1,0,FALSE,2,Electronic check,19.20,903.70,No,47,19.23,FALSE,20170827,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
4476-OSWTN,Male,1,Yes,No,1,2,2,TRUE,1,Mailed check,110.55,"7,610.10",No,68,111.91,FALSE,20151127,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4480-MBMLB,Female,0,No,No,0,2,2,TRUE,1,Bank transfer (automatic),104.80,"3,886.45",No,37,105.04,FALSE,20180627,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4480-QQRHC,Female,1,No,No,0,1,2,TRUE,0,Bank transfer (automatic),74.05,600.15,No,8,75.02,FALSE,20201127,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4482-EWFMI,Female,0,No,No,0,1,2,TRUE,0,Electronic check,69.70,135.20,No,1,135.20,FALSE,20210627,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4482-FTFFX,Male,0,No,No,0,1,1,TRUE,0,Electronic check,56.15,291.45,No,5,58.29,FALSE,20210227,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4484-CGXFK,Female,0,No,No,0,1,1,TRUE,0,Electronic check,55.30,196.15,Yes,3,65.38,FALSE,20210427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4484-GLZOU,Female,0,Yes,No,1,2,2,TRUE,0,Electronic check,105.05,"5,624.85",Yes,53,106.13,FALSE,20170227,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4486-EFAEB,Male,0,No,No,0,1,0,FALSE,0,Electronic check,20.40,251.65,No,12,20.97,FALSE,20200727,FALSE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4487-ZYJZK,Female,0,Yes,Yes,3,1,0,FALSE,1,Credit card (automatic),19.60,763.10,No,38,20.08,FALSE,20180527,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4488-KQFDT,Female,0,No,No,0,2,2,TRUE,1,Electronic check,103.95,"6,423.00",No,61,105.30,FALSE,20160627,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
4488-PSYCG,Male,0,No,No,0,1,0,FALSE,0,Bank transfer (automatic),20.25,327.45,Yes,16,20.47,FALSE,20200327,FALSE,TRUE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
4489-SNOJF,Female,0,Yes,Yes,3,2,1,TRUE,0,Electronic check,72.25,"2,568.55",Yes,35,73.39,FALSE,20180827,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4495-LHSSK,Female,0,No,Yes,2,2,1,TRUE,0,Mailed check,57.65,992.70,No,17,58.39,FALSE,20200227,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4500-HKANN,Male,0,Yes,Yes,3,2,1,TRUE,2,Mailed check,59.70,"1,414.20",No,23,61.49,FALSE,20190827,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
4501-EQDRN,Female,0,No,No,0,1,2,TRUE,0,Bank transfer (automatic),69.70,69.70,Yes,1,69.70,TRUE,20210627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4501-UYKBC,Female,1,No,No,0,2,1,TRUE,1,Credit card (automatic),69.10,"3,255.35",No,47,69.26,FALSE,20170827,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
4501-VCPFK,Male,0,No,No,0,0,1,FALSE,0,Electronic check,35.75,"1,022.50",No,28,36.52,FALSE,20190327,FALSE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4503-BDXBD,Male,0,No,No,0,1,2,TRUE,0,Electronic check,74.95,815.50,Yes,10,81.55,FALSE,20200927,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4504-YOULA,Female,0,Yes,Yes,3,2,1,TRUE,0,Credit card (automatic),59.45,"2,136.90",No,35,61.05,FALSE,20180827,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
4505-EXZHB,Female,1,No,No,0,1,2,TRUE,0,Electronic check,74.40,434.10,Yes,5,86.82,FALSE,20210227,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4508-OEBEY,Male,0,Yes,No,1,1,1,TRUE,1,Credit card (automatic),75.50,"2,424.45",No,32,75.76,FALSE,20181127,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
4510-HIMLV,Male,0,No,No,0,1,2,TRUE,0,Electronic check,69.80,69.80,Yes,1,69.80,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4510-PYUSH,Female,1,No,No,0,1,1,TRUE,0,Credit card (automatic),57.15,"2,250.65",Yes,39,57.71,FALSE,20180427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4512-ZUIYL,Female,0,No,No,0,1,2,TRUE,0,Bank transfer (automatic),70.00,153.05,Yes,2,76.53,FALSE,20210527,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
4513-CXYIX,Female,1,Yes,No,1,2,2,TRUE,2,Credit card (automatic),80.70,"5,676.00",No,70,81.09,FALSE,20150927,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
4514-GFCFI,Female,1,No,No,0,2,2,TRUE,0,Electronic check,84.75,"1,350.15",Yes,15,90.01,FALSE,20200427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4518-FZBSX,Male,0,Yes,Yes,3,1,0,FALSE,1,Mailed check,20.25,854.90,No,42,20.35,FALSE,20180127,FALSE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
4521-WFJAI,Male,0,No,No,0,2,0,FALSE,2,Bank transfer (automatic),25.95,"1,444.05",No,55,26.26,FALSE,20161227,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
4521-YEEHE,Female,0,Yes,No,1,2,2,TRUE,0,Electronic check,88.85,"1,594.75",No,17,93.81,FALSE,20200227,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4522-AKYLR,Female,1,No,No,0,1,1,TRUE,0,Electronic check,54.80,731.30,No,13,56.25,FALSE,20200627,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
4522-XRWWI,Male,0,Yes,No,1,2,1,TRUE,1,Credit card (automatic),80.45,"3,375.90",No,41,82.34,FALSE,20180227,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
4523-WXCEF,Female,0,Yes,No,1,2,2,TRUE,0,Electronic check,101.10,"6,039.90",Yes,59,102.37,FALSE,20160827,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
4524-QCSSM,Male,0,No,No,0,0,1,FALSE,0,Bank transfer (automatic),44.65,"1,156.55",No,25,46.26,FALSE,20190627,FALSE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
4525-VZCZG,Male,0,No,Yes,2,1,2,TRUE,1,Electronic check,105.85,"5,826.65",No,55,105.94,FALSE,20161227,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
4526-EXKKN,Male,0,No,No,0,2,0,FALSE,2,Mailed check,24.60,973.95,No,39,24.97,FALSE,20180427,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
